id,topic_0,topic_1,topic_2,topic_3,label
57,0.9999125003814697,0.999886155128479,0.9894866347312927,0.44515758752822876,1
58,0.9999125003814697,0.9999004602432251,0.9894866347312927,0.44515758752822876,1
59,0.14122410118579865,0.8587408661842346,0.9894866347312927,0.44515758752822876,0
60,0.34854668378829956,0.6514165997505188,0.9894866347312927,0.44515758752822876,1
61,0.34854668378829956,0.9998742341995239,0.9894866347312927,0.44515758752822876,1
62,0.04770106449723244,0.9522645473480225,0.9894866347312927,0.44515758752822876,1
63,0.47745490074157715,0.5225175619125366,0.9894866347312927,0.44515758752822876,1
64,0.47745490074157715,0.5225175619125366,0.8383843302726746,0.16153672337532043,1
65,0.6010023355484009,0.39897534251213074,0.8383843302726746,0.16153672337532043,1
66,0.08358941972255707,0.39897534251213074,0.9122592806816101,0.16153672337532043,1
67,0.9769878387451172,0.39897534251213074,0.9122592806816101,0.02294001169502735,1
68,0.9769878387451172,0.0801277831196785,0.9122592806816101,0.9185811281204224,0
69,0.33093634247779846,0.0801277831196785,0.9122592806816101,0.658581554889679,1
70,0.01037233043462038,0.989590585231781,0.9122592806816101,0.658581554889679,0
71,0.9999348521232605,0.989590585231781,0.9122592806816101,0.658581554889679,1
72,0.9999184012413025,0.989590585231781,0.9122592806816101,0.658581554889679,0
73,0.9999184012413025,0.9999322295188904,0.9122592806816101,0.658581554889679,1
74,0.06862833350896835,0.931338369846344,0.9122592806816101,0.658581554889679,1
75,0.06862833350896835,0.9999420046806335,0.9122592806816101,0.658581554889679,1
76,0.06862833350896835,0.9998782873153687,0.9122592806816101,0.658581554889679,1
77,0.06862833350896835,0.9999279975891113,0.9122592806816101,0.658581554889679,1
78,0.06862833350896835,0.9999279975891113,0.9122592806816101,0.999888002872467,1
79,0.06862833350896835,0.9789047837257385,0.020837364718317986,0.999888002872467,1
80,0.6843888163566589,0.023710275068879128,0.2918689250946045,0.999888002872467,1
81,0.9999141097068787,0.023710275068879128,0.2918689250946045,0.999888002872467,1
82,0.9999436736106873,0.023710275068879128,0.2918689250946045,0.999888002872467,0
83,0.9999436736106873,0.023710275068879128,0.9966281652450562,0.999888002872467,1
84,0.865296483039856,0.1346844732761383,0.9966281652450562,0.999888002872467,1
85,0.865296483039856,0.1346844732761383,0.9966281652450562,0.9999414682388306,1

